dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_12_15, 162.90273941044433, -77.63016106539875, 1671062400000, 37, null, 0, 0, 3734, 53, null, 10, 17]"
"[2022_12_16, 162.90273941044433, -77.63016106539875, 1671148800000, 67, 250, 0, 0, 5008, 36, 150, 10, 14]"
"[2022_12_17, 162.90273941044433, -77.63016106539875, 1671235200000, null, 250, 0, 0, 614, null, 150, 9, 17]"
"[2022_12_18, 162.90273941044433, -77.63016106539875, 1671321600000, 75, 250, 0, 0, 6619, 41, 150, 10, 18]"
"[2022_12_19, 162.90273941044433, -77.63016106539875, 1671408000000, 67, 250, 0, 0, 4759, 27, 150, 9, 13]"
"[2022_12_20, 162.90273941044433, -77.63016106539875, 1671494400000, null, 250, 0, 0, 373, null, 150, 10, 17]"
"[2022_12_21, 162.90273941044433, -77.63016106539875, 1671580800000, null, 250, 0, 0, 1649, null, 150, 10, 19]"
"[2022_12_22, 162.90273941044433, -77.63016106539875, 1671667200000, null, 250, 0, 0, 1265, null, 150, 9, 15]"
"[2022_12_23, 162.90273941044433, -77.63016106539875, 1671753600000, null, 250, 0, 0, 956, null, 150, 10, 17]"
"[2022_12_24, 162.90273941044433, -77.63016106539875, 1671840000000, 56, 250, 0, 0, 4631, 45, 150, 9, 16]"
"[2022_12_25, 162.90273941044433, -77.63016106539875, 1671926400000, 57, null, 0, 0, 5730, 29, null, 10, 17]"
"[2022_12_26, 162.90273941044433, -77.63016106539875, 1672012800000, 73, 250, 0, 0, 4217, 44, 150, 9, 16]"
"[2022_12_27, 162.90273941044433, -77.63016106539875, 1672099200000, null, 250, 0, 0, 1111, null, 150, 10, 18]"
"[2022_12_28, 162.90273941044433, -77.63016106539875, 1672185600000, null, 250, 0, 0, 1610, null, 150, 10, 16]"
"[2022_12_29, 162.90273941044433, -77.63016106539875, 1672272000000, null, 250, 0, 0, 932, null, 150, 9, 16]"
"[2022_12_30, 162.90273941044433, -77.63016106539875, 1672358400000, 43, null, 0, 0, 4298, 44, null, 10, 16]"
"[2022_12_31, 162.90273941044433, -77.63016106539875, 1672444800000, null, 250, 0, 0, 3844, null, 150, 9, 14]"
"[2023_01_01, 162.90273941044433, -77.63016106539875, 1672531200000, 41, null, 0, 0, 4067, 31, null, 10, 18]"
"[2023_01_02, 162.90273941044433, -77.63016106539875, 1672617600000, 46, 250, 0, 0, 4476, 34, 125, 9, 14]"
"[2023_01_03, 162.90273941044433, -77.63016106539875, 1672704000000, 59, 250, 0, 0, 3630, 36, 150, 10, 14]"
"[2023_01_04, 162.90273941044433, -77.63016106539875, 1672790400000, 45, null, 0, 4, 4759, 33, 125, 10, 19]"
"[2023_01_05, 162.90273941044433, -77.63016106539875, 1672876800000, 37, null, 0, 0, 3910, 29, 125, 9, 15]"
"[2023_01_06, 162.90273941044433, -77.63016106539875, 1672963200000, null, 250, 0, 0, 1006, null, 150, 10, 15]"
"[2023_01_07, 162.90273941044433, -77.63016106539875, 1673049600000, null, 250, 0, 0, 1408, null, 150, 9, 15]"
"[2023_01_08, 162.90273941044433, -77.63016106539875, 1673136000000, 78, 250, 0, 0, 5815, 37, 150, 10, 16]"
"[2023_01_09, 162.90273941044433, -77.63016106539875, 1673222400000, 62, null, 0, 0, 6302, 33, null, 11, 17]"
"[2023_01_10, 162.90273941044433, -77.63016106539875, 1673308800000, 53, null, 0, 0, 5148, 37, 125, 9, 16]"
"[2023_01_11, 162.90273941044433, -77.63016106539875, 1673395200000, 57, null, 0, 0, 5735, 28, null, 10, 15]"
"[2023_01_12, 162.90273941044433, -77.63016106539875, 1673481600000, null, 250, 0, 0, 3440, null, 150, 9, 16]"
"[2023_01_13, 162.90273941044433, -77.63016106539875, 1673568000000, 67, 250, 0, 0, 4689, 35, 150, 10, 18]"
"[2023_01_14, 162.90273941044433, -77.63016106539875, 1673654400000, 72, 250, 0, 0, 4590, 41, 150, 10, 15]"
"[2023_01_15, 162.90273941044433, -77.63016106539875, 1673740800000, 73, 250, 0, 0, 5932, 33, 150, 10, 18]"
"[2023_01_16, 162.90273941044433, -77.63016106539875, 1673827200000, null, 250, 0, 0, 778, null, 150, 10, 18]"
"[2023_01_17, 162.90273941044433, -77.63016106539875, 1673913600000, null, 250, 0, 0, 1640, null, 150, 9, 14]"
"[2023_01_18, 162.90273941044433, -77.63016106539875, 1674000000000, null, 250, 0, 0, 1383, null, 150, 10, 17]"
"[2023_01_19, 162.90273941044433, -77.63016106539875, 1674086400000, null, 250, 0, 0, 822, null, 150, 9, 16]"
"[2023_01_20, 162.90273941044433, -77.63016106539875, 1674172800000, 55, null, 0, 4, 5658, 37, 125, 10, 16]"
"[2023_01_21, 162.90273941044433, -77.63016106539875, 1674259200000, null, 250, 0, 0, 2259, null, 150, 10, 16]"
"[2023_01_22, 162.90273941044433, -77.63016106539875, 1674345600000, 37, 250, 0, 0, 2755, 44, 125, 9, 16]"
"[2023_01_23, 162.90273941044433, -77.63016106539875, 1674432000000, 53, 250, 0, 0, 4055, 34, 150, 10, 16]"
"[2023_01_24, 162.90273941044433, -77.63016106539875, 1674518400000, 65, 250, 0, 0, 2957, 39, 150, 9, 13]"
"[2023_01_25, 162.90273941044433, -77.63016106539875, 1674604800000, 33, null, 0, 0, 3383, 31, null, 10, 18]"
"[2023_01_26, 162.90273941044433, -77.63016106539875, 1674691200000, 40, null, 0, 0, 3992, 41, null, 9, 14]"
"[2023_01_27, 162.90273941044433, -77.63016106539875, 1674777600000, null, 250, 0, 0, 3628, null, 150, 10, 14]"
"[2023_01_28, 162.90273941044433, -77.63016106539875, 1674864000000, 40, 250, 0, 0, 4874, 33, 150, 10, 17]"
"[2023_01_29, 162.90273941044433, -77.63016106539875, 1674950400000, null, 250, 0, 0, 464, null, 150, 9, 14]"
"[2023_01_30, 162.90273941044433, -77.63016106539875, 1675036800000, null, 250, 0, 0, 65, null, 150, 10, 14]"
"[2023_01_31, 162.90273941044433, -77.63016106539875, 1675123200000, null, 250, 2, 128, 466, null, 150, 9, 15]"
"[2023_02_01, 162.90273941044433, -77.63016106539875, 1675209600000, null, 250, 0, 0, 46, null, 150, 10, 15]"
"[2023_02_02, 162.90273941044433, -77.63016106539875, 1675296000000, null, 250, 0, 0, 2048, null, 150, 10, 16]"
"[2023_02_03, 162.90273941044433, -77.63016106539875, 1675382400000, 46, 250, 2, 128, 3317, 36, 125, 10, 16]"
"[2023_02_04, 162.90273941044433, -77.63016106539875, 1675468800000, null, 250, 0, 0, 1403, null, 150, 10, 15]"
"[2023_02_05, 162.90273941044433, -77.63016106539875, 1675555200000, 52, null, 2, 128, 5173, 13, null, 9, 14]"
"[2023_02_06, 162.90273941044433, -77.63016106539875, 1675641600000, 56, 250, 0, 0, 5792, 32, 150, 10, 16]"
"[2023_02_07, 162.90273941044433, -77.63016106539875, 1675728000000, null, 250, 2, 128, 2882, null, 150, 9, 14]"
"[2023_02_08, 162.90273941044433, -77.63016106539875, 1675814400000, 73, 250, 2, 128, 5241, 39, 150, 10, 15]"
"[2023_02_09, 162.90273941044433, -77.63016106539875, 1675900800000, 53, 250, 0, 0, 5354, 34, 150, 10, 16]"
"[2023_02_10, 162.90273941044433, -77.63016106539875, 1675987200000, 60, 250, 2, 128, 3193, 41, 150, 9, 14]"
"[2023_02_11, 162.90273941044433, -77.63016106539875, 1676073600000, 52, null, 2, 128, 5253, 33, null, 10, 15]"
"[2023_02_12, 162.90273941044433, -77.63016106539875, 1676160000000, 60, 250, 2, 128, 2380, 34, 150, 9, 13]"
"[2023_02_13, 162.90273941044433, -77.63016106539875, 1676246400000, 43, 250, 2, 132, 4555, 30, 125, 10, 16]"
"[2023_02_14, 162.90273941044433, -77.63016106539875, 1676332800000, 45, null, 2, 128, 4222, 32, 125, 10, 15]"
"[2023_02_15, 162.90273941044433, -77.63016106539875, 1676419200000, 23, 250, 2, 128, 3214, 34, 150, 10, 14]"
"[2023_02_16, 162.90273941044433, -77.63016106539875, 1676505600000, 56, null, 2, 128, 5678, 31, null, 10, 15]"
"[2023_02_17, 162.90273941044433, -77.63016106539875, 1676592000000, 70, 250, 2, 128, 3017, 34, 150, 8, 12]"
"[2022_02_15, 163.12731823147422, -77.61668633613696, 1644883200000, 19, 250, 2, 128, 1062, 29, 150, 11, 15]"
"[2022_02_16, 163.12731823147422, -77.61668633613696, 1644969600000, null, 250, 2, 128, 1185, null, 150, 9, 13]"
"[2022_02_17, 163.12731823147422, -77.61668633613696, 1645056000000, null, 250, 2, 128, 485, null, 150, 10, 14]"
"[2022_02_18, 163.12731823147422, -77.61668633613696, 1645142400000, 71, 201, 2, 128, 6946, 34, 101, 8, 12]"
"[2022_02_19, 163.12731823147422, -77.61668633613696, 1645228800000, 26, null, 2, 128, 2921, 32, 125, 8, 12]"
"[2022_02_20, 163.12731823147422, -77.61668633613696, 1645315200000, null, 201, 2, 130, 6922, null, 101, 7, 10]"
"[2022_02_21, 163.12731823147422, -77.61668633613696, 1645401600000, null, 250, 2, 128, 585, null, 150, 7, 10]"
"[2022_02_22, 163.12731823147422, -77.61668633613696, 1645488000000, null, 250, 2, 128, 151, null, 150, 7, 11]"
"[2022_02_23, 163.12731823147422, -77.61668633613696, 1645574400000, 33, null, 2, 128, 3717, 42, 125, 7, 11]"
"[2022_02_24, 163.12731823147422, -77.61668633613696, 1645660800000, 42, 201, 2, 128, 4751, 15, 101, 8, 13]"
"[2022_02_25, 163.12731823147422, -77.61668633613696, 1645747200000, 39, null, 2, 128, 3895, 36, null, 7, 9]"
"[2022_02_26, 163.12731823147422, -77.61668633613696, 1645833600000, null, 250, 2, 128, 494, null, 150, 7, 10]"
"[2022_02_27, 163.12731823147422, -77.61668633613696, 1645920000000, 52, null, 2, 128, 5227, 56, null, 6, 8]"
"[2022_02_28, 163.12731823147422, -77.61668633613696, 1646006400000, 30, null, 2, 128, 3001, 36, null, 7, 8]"
"[2022_03_01, 163.12731823147422, -77.61668633613696, 1646092800000, 21, null, 2, 144, 2136, 84, null, 6, 8]"
"[2022_03_02, 163.12731823147422, -77.61668633613696, 1646179200000, 44, null, 2, 128, 4414, 60, null, 6, 8]"
"[2022_03_03, 163.12731823147422, -77.61668633613696, 1646265600000, null, 250, 2, 128, 1609, null, 150, 8, 10]"
"[2022_03_04, 163.12731823147422, -77.61668633613696, 1646352000000, 43, null, 2, 128, 4359, 45, null, 6, 8]"
"[2022_03_05, 163.12731823147422, -77.61668633613696, 1646438400000, 32, 250, 2, 128, 2473, 59, 150, 7, 9]"
"[2022_03_06, 163.12731823147422, -77.61668633613696, 1646524800000, 32, null, 2, 128, 3207, 47, null, 6, 8]"
"[2022_03_07, 163.12731823147422, -77.61668633613696, 1646611200000, 29, null, 2, 128, 2906, 47, null, 6, 8]"
"[2022_03_08, 163.12731823147422, -77.61668633613696, 1646697600000, 26, null, 2, 128, 2673, 49, null, 5, 7]"
"[2022_03_09, 163.12731823147422, -77.61668633613696, 1646784000000, 32, null, 2, 128, 3435, 37, 125, 6, 9]"
"[2022_03_10, 163.12731823147422, -77.61668633613696, 1646870400000, 42, null, 2, 128, 4250, 25, null, 5, 7]"
"[2022_03_11, 163.12731823147422, -77.61668633613696, 1646956800000, 24, null, 2, 128, 2758, 54, 125, 5, 7]"
"[2022_03_12, 163.12731823147422, -77.61668633613696, 1647043200000, 36, null, 2, 128, 3670, 32, null, 7, 9]"
"[2022_03_13, 163.12731823147422, -77.61668633613696, 1647129600000, 48, null, 2, 128, 4847, 43, null, 5, 7]"
"[2022_03_14, 163.12731823147422, -77.61668633613696, 1647216000000, 35, null, 2, 128, 3736, 38, 125, 5, 7]"
"[2022_03_15, 163.12731823147422, -77.61668633613696, 1647302400000, 9, null, 2, 128, 1038, 72, 125, 5, 7]"
"[2022_03_16, 163.12731823147422, -77.61668633613696, 1647388800000, 31, null, 2, 128, 3173, 33, null, 5, 7]"
"[2022_03_17, 163.12731823147422, -77.61668633613696, 1647475200000, 36, null, 2, 128, 3680, 29, null, 5, 6]"
"[2022_03_18, 163.12731823147422, -77.61668633613696, 1647561600000, 30, null, 2, 128, 3289, 31, 125, 5, 7]"
"[2022_03_19, 163.12731823147422, -77.61668633613696, 1647648000000, 20, null, 2, 144, 2009, 61, null, 6, 8]"
"[2022_03_20, 163.12731823147422, -77.61668633613696, 1647734400000, 29, null, 2, 128, 2934, 27, null, 5, 6]"
"[2022_03_21, 163.12731823147422, -77.61668633613696, 1647820800000, 34, null, 2, 128, 3471, 30, null, 5, 6]"
"[2022_03_22, 163.12731823147422, -77.61668633613696, 1647907200000, 29, null, 2, 128, 3089, 30, 125, 5, 7]"
"[2022_03_23, 163.12731823147422, -77.61668633613696, 1647993600000, 30, null, 2, 144, 3008, 98, null, 6, 8]"
"[2022_03_24, 163.12731823147422, -77.61668633613696, 1648080000000, 52, null, 2, 128, 5265, 93, null, 5, 8]"
"[2022_03_25, 163.12731823147422, -77.61668633613696, 1648166400000, 23, 250, 2, 144, 2242, 77, 150, 5, 7]"
"[2022_03_26, 163.12731823147422, -77.61668633613696, 1648252800000, 52, null, 2, 128, 5270, 70, null, 5, 7]"
"[2022_03_27, 163.12731823147422, -77.61668633613696, 1648339200000, 57, null, 2, 128, 5706, 88, null, 5, 6]"
"[2022_03_28, 163.12731823147422, -77.61668633613696, 1648425600000, 63, null, 2, 128, 6300, 47, null, 6, 8]"
"[2022_03_29, 163.12731823147422, -77.61668633613696, 1648512000000, 81, null, 2, 128, 8172, 56, null, 5, 7]"
"[2022_03_30, 163.12731823147422, -77.61668633613696, 1648598400000, null, 250, 2, 128, 326, null, 150, 4, 5]"
"[2022_03_31, 163.12731823147422, -77.61668633613696, 1648684800000, null, 250, 2, 128, -481, null, 150, 5, 6]"
"[2022_04_01, 163.12731823147422, -77.61668633613696, 1648771200000, 11, null, 2, 144, 1154, 96, 125, 5, 5]"
"[2022_04_02, 163.12731823147422, -77.61668633613696, 1648857600000, 28, null, 2, 128, 2805, 45, null, 5, 7]"
"[2022_04_03, 163.12731823147422, -77.61668633613696, 1648944000000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_04_04, 163.12731823147422, -77.61668633613696, 1649030400000, null, 250, 2, 128, 610, null, 150, 0, 1]"
"[2022_04_05, 163.12731823147422, -77.61668633613696, 1649116800000, 74, null, 2, 128, 7447, 30, null, 5, 6]"
"[2022_04_06, 163.12731823147422, -77.61668633613696, 1649203200000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_04_07, 163.12731823147422, -77.61668633613696, 1649289600000, null, 211, 211, 211, null, null, 111, 4, 6]"
"[2022_04_08, 163.12731823147422, -77.61668633613696, 1649376000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_09, 163.12731823147422, -77.61668633613696, 1649462400000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_10, 163.12731823147422, -77.61668633613696, 1649548800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_11, 163.12731823147422, -77.61668633613696, 1649635200000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_04_12, 163.12731823147422, -77.61668633613696, 1649721600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_13, 163.12731823147422, -77.61668633613696, 1649808000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_14, 163.12731823147422, -77.61668633613696, 1649894400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_15, 163.12731823147422, -77.61668633613696, 1649980800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_16, 163.12731823147422, -77.61668633613696, 1650067200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_17, 163.12731823147422, -77.61668633613696, 1650153600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_18, 163.12731823147422, -77.61668633613696, 1650240000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_19, 163.12731823147422, -77.61668633613696, 1650326400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_20, 163.12731823147422, -77.61668633613696, 1650412800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_21, 163.12731823147422, -77.61668633613696, 1650499200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_22, 163.12731823147422, -77.61668633613696, 1650585600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_23, 163.12731823147422, -77.61668633613696, 1650672000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_24, 163.12731823147422, -77.61668633613696, 1650758400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_25, 163.12731823147422, -77.61668633613696, 1650844800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_26, 163.12731823147422, -77.61668633613696, 1650931200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_27, 163.12731823147422, -77.61668633613696, 1651017600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_28, 163.12731823147422, -77.61668633613696, 1651104000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_29, 163.12731823147422, -77.61668633613696, 1651190400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_30, 163.12731823147422, -77.61668633613696, 1651276800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_01, 163.12731823147422, -77.61668633613696, 1651363200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_02, 163.12731823147422, -77.61668633613696, 1651449600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_03, 163.12731823147422, -77.61668633613696, 1651536000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_04, 163.12731823147422, -77.61668633613696, 1651622400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_05, 163.12731823147422, -77.61668633613696, 1651708800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_06, 163.12731823147422, -77.61668633613696, 1651795200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_07, 163.12731823147422, -77.61668633613696, 1651881600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_08, 163.12731823147422, -77.61668633613696, 1651968000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_09, 163.12731823147422, -77.61668633613696, 1652054400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_10, 163.12731823147422, -77.61668633613696, 1652140800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_11, 163.12731823147422, -77.61668633613696, 1652227200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_12, 163.12731823147422, -77.61668633613696, 1652313600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_13, 163.12731823147422, -77.61668633613696, 1652400000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_14, 163.12731823147422, -77.61668633613696, 1652486400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_15, 163.12731823147422, -77.61668633613696, 1652572800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_16, 163.12731823147422, -77.61668633613696, 1652659200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_17, 163.12731823147422, -77.61668633613696, 1652745600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_18, 163.12731823147422, -77.61668633613696, 1652832000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_19, 163.12731823147422, -77.61668633613696, 1652918400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_20, 163.12731823147422, -77.61668633613696, 1653004800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_21, 163.12731823147422, -77.61668633613696, 1653091200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_22, 163.12731823147422, -77.61668633613696, 1653177600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_23, 163.12731823147422, -77.61668633613696, 1653264000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_24, 163.12731823147422, -77.61668633613696, 1653350400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_25, 163.12731823147422, -77.61668633613696, 1653436800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_26, 163.12731823147422, -77.61668633613696, 1653523200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_27, 163.12731823147422, -77.61668633613696, 1653609600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_28, 163.12731823147422, -77.61668633613696, 1653696000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_29, 163.12731823147422, -77.61668633613696, 1653782400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_30, 163.12731823147422, -77.61668633613696, 1653868800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_31, 163.12731823147422, -77.61668633613696, 1653955200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_01, 163.12731823147422, -77.61668633613696, 1654041600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_02, 163.12731823147422, -77.61668633613696, 1654128000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_03, 163.12731823147422, -77.61668633613696, 1654214400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_04, 163.12731823147422, -77.61668633613696, 1654300800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_05, 163.12731823147422, -77.61668633613696, 1654387200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_06, 163.12731823147422, -77.61668633613696, 1654473600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_07, 163.12731823147422, -77.61668633613696, 1654560000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_08, 163.12731823147422, -77.61668633613696, 1654646400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_09, 163.12731823147422, -77.61668633613696, 1654732800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_10, 163.12731823147422, -77.61668633613696, 1654819200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_11, 163.12731823147422, -77.61668633613696, 1654905600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_12, 163.12731823147422, -77.61668633613696, 1654992000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_13, 163.12731823147422, -77.61668633613696, 1655078400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_14, 163.12731823147422, -77.61668633613696, 1655164800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_15, 163.12731823147422, -77.61668633613696, 1655251200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_16, 163.12731823147422, -77.61668633613696, 1655337600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_17, 163.12731823147422, -77.61668633613696, 1655424000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_18, 163.12731823147422, -77.61668633613696, 1655510400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_19, 163.12731823147422, -77.61668633613696, 1655596800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_20, 163.12731823147422, -77.61668633613696, 1655683200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_21, 163.12731823147422, -77.61668633613696, 1655769600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_22, 163.12731823147422, -77.61668633613696, 1655856000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_23, 163.12731823147422, -77.61668633613696, 1655942400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_24, 163.12731823147422, -77.61668633613696, 1656028800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_25, 163.12731823147422, -77.61668633613696, 1656115200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_26, 163.12731823147422, -77.61668633613696, 1656201600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_27, 163.12731823147422, -77.61668633613696, 1656288000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_28, 163.12731823147422, -77.61668633613696, 1656374400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_29, 163.12731823147422, -77.61668633613696, 1656460800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_30, 163.12731823147422, -77.61668633613696, 1656547200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_01, 163.12731823147422, -77.61668633613696, 1656633600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_02, 163.12731823147422, -77.61668633613696, 1656720000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_03, 163.12731823147422, -77.61668633613696, 1656806400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_04, 163.12731823147422, -77.61668633613696, 1656892800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_05, 163.12731823147422, -77.61668633613696, 1656979200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_06, 163.12731823147422, -77.61668633613696, 1657065600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_07, 163.12731823147422, -77.61668633613696, 1657152000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_08, 163.12731823147422, -77.61668633613696, 1657238400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_09, 163.12731823147422, -77.61668633613696, 1657324800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_10, 163.12731823147422, -77.61668633613696, 1657411200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_11, 163.12731823147422, -77.61668633613696, 1657497600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_12, 163.12731823147422, -77.61668633613696, 1657584000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_13, 163.12731823147422, -77.61668633613696, 1657670400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_14, 163.12731823147422, -77.61668633613696, 1657756800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_15, 163.12731823147422, -77.61668633613696, 1657843200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_16, 163.12731823147422, -77.61668633613696, 1657929600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_17, 163.12731823147422, -77.61668633613696, 1658016000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_18, 163.12731823147422, -77.61668633613696, 1658102400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_19, 163.12731823147422, -77.61668633613696, 1658188800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_20, 163.12731823147422, -77.61668633613696, 1658275200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_21, 163.12731823147422, -77.61668633613696, 1658361600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_22, 163.12731823147422, -77.61668633613696, 1658448000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_23, 163.12731823147422, -77.61668633613696, 1658534400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_24, 163.12731823147422, -77.61668633613696, 1658620800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_25, 163.12731823147422, -77.61668633613696, 1658707200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_26, 163.12731823147422, -77.61668633613696, 1658793600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_27, 163.12731823147422, -77.61668633613696, 1658880000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_28, 163.12731823147422, -77.61668633613696, 1658966400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_29, 163.12731823147422, -77.61668633613696, 1659052800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_30, 163.12731823147422, -77.61668633613696, 1659139200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_31, 163.12731823147422, -77.61668633613696, 1659225600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_01, 163.12731823147422, -77.61668633613696, 1659312000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_02, 163.12731823147422, -77.61668633613696, 1659398400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_03, 163.12731823147422, -77.61668633613696, 1659484800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_04, 163.12731823147422, -77.61668633613696, 1659571200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_05, 163.12731823147422, -77.61668633613696, 1659657600000, null, null, null, null, null, null, null, null, null]"
